,unmasked_text,masked_text,phone_number,target
351,"Madisen Kemmer, the recent audit of Hyatt - Strosin revealed possible animal law violations. An urgent meeting is required to discuss this serious matter. Please call me on 02-27 56-75.58 at your earliest convenience.","[FIRSTNAME_1] [LASTNAME_1], the recent audit of [COMPANYNAME_1] revealed possible animal law violations. An urgent meeting is required to discuss this serious matter. Please call me on [PHONENUMBER_1] at your earliest convenience.",02-27 56-75.58,O
352,"Hello, you can reach me at this number 2628 329 2118 or email Vanessa56@gmail.com before our meeting about the new sex education curriculum.","Hello, you can reach me at this number [PHONENUMBER_1] or email [EMAIL_1] before our meeting about the new sex education curriculum.",2628 329 2118,TEL
353,We have been alerted to a situation in New Barretthaven. Mathew called for immediate intervention. Contact information: 04-18.96-55.72. Let's follow up with her.,We have been alerted to a situation in [CITY_1]. [FIRSTNAME_1] called for immediate intervention. Contact information: [PHONENUMBER_1]. Let's follow up with her.,04-18.96-55.72,O
354,"Plan for classroom management of Credit Card Account. Secure via 181.87.170.223, 3TzVBTrJ6UrgGQt4WCvJU1SrQPtKVWsBt, 75612540070 due to 03/03/1953. Female's teacher to sign off. If any issues arise, use 04-70-66-67 75.","Plan for classroom management of [ACCOUNTNAME_1]. Secure via [IPV4_1], [BITCOINADDRESS_1], [SSN_1] due to [DOB_1]. [SEX_1]'s teacher to sign off. If any issues arise, use [PHONENUMBER_1].",04-70-66-67 75,O
355,"Dear Skyla, our HR department is currently in the process of restructuring. Your new position will be Lead Metrics Associate. For more info, please reach me at +71 593 280-2844.","Dear [FIRSTNAME_1], our HR department is currently in the process of restructuring. Your new position will be [JOBTITLE_1]. For more info, please reach me at [PHONENUMBER_1].",+71 593 280-2844,TEL
356,"Dear Avis, your assets in the Cedi-account need to be included in your estate planning. Please confirm your agreement (61).7138 4480 or Caesar_Zieme@gmail.com.","Dear [FIRSTNAME_1], your assets in the [CURRENCY_1]-account need to be included in your estate planning. Please confirm your agreement [PHONENUMBER_1] or [EMAIL_1].",(61).7138 4480,O
357,"For payment related issues, please contact Madilyn or the support team at (989) 3158115.","For payment related issues, please contact [FIRSTNAME_1] or the support team at [PHONENUMBER_1].",(989) 3158115,O
358,"Miss Deshaun Alex DuBuque, born on 11/05/1987, currently residing in 5320 The Glebe in Port Ron, wishes to draft a personal injury claim. The incident involved a vehicle YU87IKK on 24th January. Contact at 0694.956.8234 or Christa_Watsica71@gmail.com.","[PREFIX_1] [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1], born on [DOB_1], currently residing in [BUILDINGNUMBER_1] [STREET_1] in [CITY_1], wishes to draft a personal injury claim. The incident involved a vehicle [VEHICLEVRM_1] on [DATE_1]. Contact at [PHONENUMBER_1] or [EMAIL_1].",0694.956.8234,TEL
359,"5. Request: Petition against violation of rights in Andrewburgh. Seek legal counsel for Silas Treutel-Orn after inappropriate behaviour from employer Homenick, Cruickshank and Bogan. Facility located in Idaho. In case of further info, contact 0721.607 1336.","5. Request: Petition against violation of rights in [CITY_1]. Seek legal counsel for [FIRSTNAME_1] [LASTNAME_1] after inappropriate behaviour from employer [COMPANYNAME_1]. Facility located in [STATE_1]. In case of further info, contact [PHONENUMBER_1].",0721.607 1336,TEL
360,"Dear Emil, we are interested in your expertise on Social Emotional Learning. Please reach me at 05 2378.2379.","Dear [FIRSTNAME_1], we are interested in your expertise on Social Emotional Learning. Please reach me at [PHONENUMBER_1].",05 2378.2379,O
361,"Dear Ms. Favian Mann, this is a gentle reminder for your scheduled appointment with the geriatric doctor at Suite 595 on 2010-03-13T01:57:46.850Z. Kindly bring along your insurance card, Opera/11.86 (Windows NT 5.2; U; EU Presto/2.9.168 Version/12.00) device and verify +426.133.460.3161.","Dear [PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], this is a gentle reminder for your scheduled appointment with the geriatric doctor at [SECONDARYADDRESS_1] on [DATE_1]. Kindly bring along your insurance card, [USERAGENT_1] device and verify [PHONENUMBER_1].",+426.133.460.3161,O
362,"To all parents, we are offering remedial classes for all students. For more information, please call us at +364.923 498-3338 or direct message us on our website at https://vicious-tamale.name.","To all parents, we are offering remedial classes for all students. For more information, please call us at [PHONENUMBER_1] or direct message us on our website at [URL_1].",+364.923 498-3338,O
363,Coby from South Marquis contacting us on +010.955.100.4652 seems distressed. We need to develop a crisis intervention strategy immediately.,[FIRSTNAME_1] from [CITY_1] contacting us on [PHONENUMBER_1] seems distressed. We need to develop a crisis intervention strategy immediately.,+010.955.100.4652,O
364,"For the next PR strategy, we're focusing on Montgomery County. Our main point of contact is Estevan_Mayert93. To get in touch with her, simply use the official contact number: +967.004.240.5305.","For the next PR strategy, we're focusing on [COUNTY_1]. Our main point of contact is [USERNAME_1]. To get in touch with her, simply use the official contact number: [PHONENUMBER_1].",+967.004.240.5305,O
365,"My client, Laury Avery Maggio has been coming to terms with their Transmasculine identity. They are interested in talking to someone about this. Please call on 3991-544-7157 at 12:51 AM.","My client, [FIRSTNAME_1] [MIDDLENAME_1] [LASTNAME_1] has been coming to terms with their [GENDER_1] identity. They are interested in talking to someone about this. Please call on [PHONENUMBER_1] at [TIME_1].",3991-544-7157,TEL
366,"The Positive Psychology tests will begin on 16/11/1962. Please reach the test center at 2:22pm. The test center's address is 779 Lowe Hollow, Rathport. For any further questions or concerns, feel free to reach out on 0841 31035964. Regards, Gray","The Positive Psychology tests will begin on [DATE_1]. Please reach the test center at [TIME_1]. The test center's address is [BUILDINGNUMBER_1] [STREET_1], [CITY_1]. For any further questions or concerns, feel free to reach out on [PHONENUMBER_1]. Regards, [MIDDLENAME_1]",0841 31035964,O
367,"Investigation opened for possible pay discrimination at Farrell, Olson and Romaguera. Leda Corwin, a Male to female transgender woman Male employed as a Human Brand Planner, alleges pay discrepancy. For additional details, reach 0771-56148852.","Investigation opened for possible pay discrimination at [COMPANYNAME_1]. [FIRSTNAME_1] [LASTNAME_1], a [GENDER_1] [SEX_1] employed as a [JOBTITLE_1], alleges pay discrepancy. For additional details, reach [PHONENUMBER_1].",0771-56148852,O
368,"As part of our ongoing psychiatric assessment, we require some basic details. Please send your Male, 91 years old, 21/04/1941 and contact details (053-539 6108, Tyreek.Farrell53@gmail.com) to our secure email address.","As part of our ongoing psychiatric assessment, we require some basic details. Please send your [SEX_1], [AGE_1], [DOB_1] and contact details ([PHONENUMBER_1], [EMAIL_1]) to our secure email address.",053-539 6108,O
369,"Hi Mrs. Rocio, we are from the crisis intervention team at Cronin - Farrell. We were informed you might need our assistance. Please call us at 08.53-90-72-07. If we do not hear from you soon, remember we are here to help.","Hi [PREFIX_1] [FIRSTNAME_1], we are from the crisis intervention team at [COMPANYNAME_1]. We were informed you might need our assistance. Please call us at [PHONENUMBER_1]. If we do not hear from you soon, remember we are here to help.",08.53-90-72-07,O
370,"An arbitration process has been initiated against Annabell69 involving 756.1930.2118. Contact us using this number 057.5866.9397, if there have been any misinformation.","An arbitration process has been initiated against [USERNAME_1] involving [SSN_1]. Contact us using this number [PHONENUMBER_1], if there have been any misinformation.",057.5866.9397,O
371,Remember to bring 52990 copies of the permission slip for next week's field trip. You can reach Operations director Reese at +685.149 299.5014.,Remember to bring [BUILDINGNUMBER_1] copies of the permission slip for next week's field trip. You can reach [JOBAREA_1] director [MIDDLENAME_1] at [PHONENUMBER_1].,+685.149 299.5014,O
372,"The policy conference will address healthcare reforms. Join us at White Parks 7395. For queries, call 07825.48478","The policy conference will address healthcare reforms. Join us at [STREET_1] [BUILDINGNUMBER_1]. For queries, call [PHONENUMBER_1]",07825.48478,O
373,Legal actions against Helena_Wunsch57 has been escalated by Beatty - Hoppe. A response is urgently needed. Reach us at Christy.Christiansen30@gmail.com or call at +69 12-240.8663.,Legal actions against [USERNAME_1] has been escalated by [COMPANYNAME_1]. A response is urgently needed. Reach us at [EMAIL_1] or call at [PHONENUMBER_1].,+69 12-240.8663,O
374,The medical records of Branson Rohan have been updated following their latest oncology appointment. Contact details: 007 830-5860.,The medical records of [FIRSTNAME_1] [LASTNAME_1] have been updated following their latest oncology appointment. Contact details: [PHONENUMBER_1].,007 830-5860,O
375,"For Trevor, please send your availability for the upcoming counselling session on +915 245 747 7391 or Abdul_Jacobs@yahoo.com. Hoping to hear from you soon.","For [FIRSTNAME_1], please send your availability for the upcoming counselling session on [PHONENUMBER_1] or [EMAIL_1]. Hoping to hear from you soon.",+915 245 747 7391,O
376,"Hey Jazlyn, Looks like a new login from a device with the IP: 49.167.66.186 on your Checking Account. Was this by you? Please share the confirmation on Jessika.Labadie@yahoo.com or dial 09100-55309 to report.","Hey [FIRSTNAME_1], Looks like a new login from a device with the IP: [IPV4_1] on your [ACCOUNTNAME_1]. Was this by you? Please share the confirmation on [EMAIL_1] or dial [PHONENUMBER_1] to report.",09100-55309,O
377,"OHS training on 11/03/1919 at 931, Guy Villages, Port Davon. Joanny Jacobson, contact +51.02.538 5609, will coordinate.","OHS training on [DATE_1] at [BUILDINGNUMBER_1], [STREET_1], [CITY_1]. [FIRSTNAME_1] [LASTNAME_1], contact [PHONENUMBER_1], will coordinate.",+51.02.538 5609,O
378,This message is for Ivy of Fort Mayaburgh. Our Geriatric Medicine provider at Suite 278 in Washington County is available for your annual checkup. Contact at 05.8175.2502.,This message is for [FIRSTNAME_1] of [CITY_1]. Our Geriatric Medicine provider at [SECONDARYADDRESS_1] in [COUNTY_1] is available for your annual checkup. Contact at [PHONENUMBER_1].,05.8175.2502,O
379,I am preparing a presentation on constitutional decisions that affected Hawaii. Please provide insights by reaching out on +45-31 434.3120 or Madisyn_Roob@gmail.com.,I am preparing a presentation on constitutional decisions that affected [STATE_1]. Please provide insights by reaching out on [PHONENUMBER_1] or [EMAIL_1].,+45-31 434.3120,O
380,"Oncology patient Ivah Rolfson, gender: Male. Please ensure an appointment is set for her. You can reach them at 05426-05813.","Oncology patient [FIRSTNAME_1] [LASTNAME_1], gender: [SEX_1]. Please ensure an appointment is set for her. You can reach them at [PHONENUMBER_1].",05426-05813,O
381,"Dear Jaskolski, I was hoping you could help me coordinate Sporer, Kuphal and Denesik's new social responsibility program. You can reach me at 022-837 2015 if you have any questions.","Dear [LASTNAME_1], I was hoping you could help me coordinate [COMPANYNAME_1]'s new social responsibility program. You can reach me at [PHONENUMBER_1] if you have any questions.",022-837 2015,O
382,Our Literacy Program is heading north! Join us in the Southwest area of the city. Applicants can pay with crypto (0x8ea8eb83f831dd556445ff759fcc94ab51a5d7fc). Do not hesitate to contact our team at 08 93 61 71.72 with any queries.,Our Literacy Program is heading north! Join us in the [ORDINALDIRECTION_1] area of the city. Applicants can pay with crypto ([ETHEREUMADDRESS_1]). Do not hesitate to contact our team at [PHONENUMBER_1] with any queries.,08 93 61 71.72,O
383,"Hi Miss Waters, we have been drafting some extracurricular activities for next semester and we would love your input. You can reach us at 006.8886 4495.","Hi [PREFIX_1] [LASTNAME_1], we have been drafting some extracurricular activities for next semester and we would love your input. You can reach us at [PHONENUMBER_1].",006.8886 4495,O
