unmasked_text,masked_text,account_number,account_number_regex
"Dear Hamill, I need a comprehensive report on how our Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/6.1; .NET CLR 1.0.97945.2) application is performing, regarding QA standards. Please ensure that all versions, including those running on Intel Mac OS X, are tested. Please use account number 63149872 for any necessary purchases or third party services.","Dear [LASTNAME_1], I need a comprehensive report on how our [USERAGENT_1] application is performing, regarding QA standards. Please ensure that all versions, including those running on Intel Mac OS X, are tested. Please use account number [ACCOUNTNUMBER_1] for any necessary purchases or third party services.",63149872,True
"Dasia_Farrell28, perform an analysis of user behaviour on our https://short-oatmeal.info/. Monitor any abnormal patterns or suspicious activities related directly to account 66024142.","[USERNAME_1], perform an analysis of user behaviour on our [URL_1]. Monitor any abnormal patterns or suspicious activities related directly to account [ACCOUNTNUMBER_1].",66024142,True
"Good day, I need to access the recent transaction history of the Savings Account with account number 90827019. Please include all transactions over Uzbekistan Sum 510875.52 from the past 3 months and send the information to my 247.31.50.228 address.","Good day, I need to access the recent transaction history of the [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1]. Please include all transactions over [CURRENCY_1] [AMOUNT_1] from the past 3 months and send the information to my [IPV4_1] address.",90827019,True
"Arts in Education is organizing a webinar on the 13/06/1926. For further details, send an email from the account Personal Loan Account98801176 or call 4954238371030265.","Arts in Education is organizing a webinar on the [DATE_1]. For further details, send an email from the account [ACCOUNTNAME_1][ACCOUNTNUMBER_1] or call [MASKEDNUMBER_1].",98801176,True
"Dear Miss O'Reilly, the registration of 98760452 was successful.","Dear [PREFIX_1] [LASTNAME_1], the registration of [ACCOUNTNUMBER_1] was successful.",98760452,False
We have received North Korean Won krAUD from the funding of our clinical trial. The receipt is with the account number 87755742. Please ensure that it has been recorded correctly.,We have received [CURRENCYNAME_1] [CURRENCYSYMBOL_1][CURRENCYCODE_1] from the funding of our clinical trial. The receipt is with the account number [ACCOUNTNUMBER_1]. Please ensure that it has been recorded correctly.,87755742,True
"I confirm I received the bank account information of Curt.Goodwin. For confirmation, his account number finishes with XXXXXX07133007 and his employment as Human Program Executive is noted. Please confirm the details.","I confirm I received the bank account information of [USERNAME_1]. For confirmation, his account number finishes with XXXXXX[ACCOUNTNUMBER_1] and his employment as [JOBTITLE_1] is noted. Please confirm the details.",7133007,True
"Hello, we spotted discrepancies in the tax plan for your Home Loan Account. The current plan seems inefficient concerning Djibouti Franc exchange rate. As Chief Functionality Agent, kindly look into it. Account # 97386271.","Hello, we spotted discrepancies in the tax plan for your [ACCOUNTNAME_1]. The current plan seems inefficient concerning [CURRENCY_1] exchange rate. As [JOBTITLE_1], kindly look into it. Account # [ACCOUNTNUMBER_1].",97386271,True
What are the legal procedures in cases where a fraudulent transaction is made from account number 68943192 using credit card issuer discover?,What are the legal procedures in cases where a fraudulent transaction is made from account number [ACCOUNTNUMBER_1] using credit card issuer [CREDITCARDISSUER_1]?,68943192,True
"Hey Specialist, could you check if there was a payment of £488,271.2 made from the account 35623329?","Hey [JOBTYPE_1], could you check if there was a payment of [CURRENCYSYMBOL_1][AMOUNT_1] made from the account [ACCOUNTNUMBER_1]?",35623329,True
"Dear Sherman, Your Educational Fund Request has been approved. The fund of MT678613 will be deposited in the Savings Account with 80110243. For any queries, kindly contact us at 054-5858671.","Dear [FIRSTNAME_1], Your Educational Fund Request has been approved. The fund of [CURRENCYSYMBOL_1][AMOUNT_1] will be deposited in the [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1]. For any queries, kindly contact us at [PHONENUMBER_1].",80110243,True
"Rqst to donate a sample for genetic study wz ref no 73105235. We are especially interested in individuals over the height of 6'0"".",Rqst to donate a sample for genetic study wz ref no [ACCOUNTNUMBER_1]. We are especially interested in individuals over the height of [HEIGHT_1].,73105235,False
Hickle We've received your enrolment request for the Clinical Trials. Please confirm with us at https://miserly-manifestation.org using your account number 90133492. Kindly follow all instructions mentioned for further process.,[LASTNAME_1] We've received your enrolment request for the Clinical Trials. Please confirm with us at [URL_1] using your account number [ACCOUNTNUMBER_1]. Kindly follow all instructions mentioned for further process.,90133492,True
We have just finalised all scores for the Redondo Beach subject assessments. Please use your ID: 57299306 to access them online.,We have just finalised all scores for the [CITY_1] subject assessments. Please use your ID: [ACCOUNTNUMBER_1] to access them online.,57299306,False
"Hello Horace, we have detected a multiple withdrawal from your account number 89182339 totaling to $366379.80. Please confirm immediately.","Hello [FIRSTNAME_1], we have detected a multiple withdrawal from your account number [ACCOUNTNUMBER_1] totaling to [CURRENCYSYMBOL_1][AMOUNT_1]. Please confirm immediately.",89182339,True
Account Number 94408997 of Gislason Group is providing a discounted vaccination fee of $ for locals. Visit 29270 center for vaccination.,Account Number [ACCOUNTNUMBER_1] of [COMPANYNAME_1] is providing a discounted vaccination fee of [CURRENCYSYMBOL_1] for locals. Visit [BUILDINGNUMBER_1] center for vaccination.,94408997,True
We are conducting an audit following the changes in our business continuity plan. All accounts (47355787 and others) originating from North Rhine-Westphalia are requested to verify their 60050-9814.,We are conducting an audit following the changes in our business continuity plan. All accounts ([ACCOUNTNUMBER_1] and others) originating from [STATE_1] are requested to verify their [ZIPCODE_1].,47355787,True
"Car crash at [16.6504,129.8062]. Use MY65DAG for transport. Inform 32265 on patient condition to 19023775.",Car crash at [NEARBYGPSCOORDINATE_1]. Use [VEHICLEVRM_1] for transport. Inform [ZIPCODE_1] on patient condition to [ACCOUNTNUMBER_1].,19023775,False
"Dear Mr., could you please update our customers' privacy policies to incorporate recent changes in legislation regarding the handling of sensitive data such as 761-61-8536, 0558, and 82409052? Moreover, we need to add clear policies for the safety measures relating to digital currencies like Bitcoin with addresses like 3gRtmg4gp3eYuyXLdeXaboN4MjQRHwk3Sn4RNNrf and Ethereum with address like 0xe906bb84fabecce3efc3a7cf0ff0eecaf4c749ae.","Dear [PREFIX_1], could you please update our customers' privacy policies to incorporate recent changes in legislation regarding the handling of sensitive data such as [SSN_1], [PIN_1], and [ACCOUNTNUMBER_1]? Moreover, we need to add clear policies for the safety measures relating to digital currencies like Bitcoin with addresses like [BITCOINADDRESS_1] and Ethereum with address like [ETHEREUMADDRESS_1].",82409052,False
Just a friendly reminder that the patient with account number 21702060 is due for a checkup on 1943-10-19T23:34:08.241Z.,Just a friendly reminder that the patient with account number [ACCOUNTNUMBER_1] is due for a checkup on [DATE_1].,21702060,True
"Skiles, Stracke and Sanford's account 07724365 should have 604530.55 ₪. Can you confirm the balance for me?",[COMPANYNAME_1]'s account [ACCOUNTNUMBER_1] should have [AMOUNT_1] [CURRENCYSYMBOL_1]. Can you confirm the balance for me?,7724365,True
"Dear Elinor, we have the outcomes for your assessment. Enter your ID 32745797 on the West Kathryne student portal to view.","Dear [FIRSTNAME_1], we have the outcomes for your assessment. Enter your ID [ACCOUNTNUMBER_1] on the [CITY_1] student portal to view.",32745797,False
"Nurse Elliott, please check and submit your hours for this week using IP 27.231.92.104. The payroll will be credited to 12457047.","Nurse [MIDDLENAME_1], please check and submit your hours for this week using IP [IPV4_1]. The payroll will be credited to [ACCOUNTNUMBER_1].",12457047,False
"Illegal transactions were made from account, Checking Account with account number 04177601 online. IP (eefc:85ac:17de:2a0f:a7cc:370d:add3:b564) traced back to East Eliasmouth in Prince Edward Island.","Illegal transactions were made from account, [ACCOUNTNAME_1] with account number [ACCOUNTNUMBER_1] online. IP ([IPV6_1]) traced back to [CITY_1] in [STATE_1].",4177601,True
There was a large transaction on our Stokes and Sons's vendor account ending 54981942 today at 10 AM. Could you look into it?,There was a large transaction on our [COMPANYNAME_1]'s vendor account ending [ACCOUNTNUMBER_1] today at [TIME_1]. Could you look into it?,54981942,True
There is a transfer scheduled from your savings account (03467369) to your investment account. The amount is 0.848m Vatu.,There is a transfer scheduled from your savings account ([ACCOUNTNUMBER_1]) to your investment account. The amount is [AMOUNT_1] [CURRENCY_1].,3467369,True
Corporate legal proceedings regarding the transaction £0.0b traced back to the anonymous 3Fegn53Lk9GkqqxaGN6nypxsdkjWTatVmiPt are underway. We need to validate the transaction made with account 36564220 belonging to Security,Corporate legal proceedings regarding the transaction [CURRENCYSYMBOL_1][AMOUNT_1] traced back to the anonymous [BITCOINADDRESS_1] are underway. We need to validate the transaction made with account [ACCOUNTNUMBER_1] belonging to [JOBAREA_1],36564220,True
"I would like to request the payment proof for my tuition fees deposited through 66116950 on 21/04/1909, my account name is Checking Account, and my password is llP0ZsBIu_Mf. Please send a response at your earliest convenience.","I would like to request the payment proof for my tuition fees deposited through [ACCOUNTNUMBER_1] on [DATE_1], my account name is [ACCOUNTNAME_1], and my password is [PASSWORD_1]. Please send a response at your earliest convenience.",66116950,False
"As part of our pricing strategies, we are offering limited period discounts for Credit Card Account ending with 69753726.","As part of our pricing strategies, we are offering limited period discounts for [ACCOUNTNAME_1] ending with [ACCOUNTNUMBER_1].",69753726,True
There were a few irregularities flagged in our payment processing system. It involved our account 15094469 and specific transactions using the currency code YER.,There were a few irregularities flagged in our payment processing system. It involved our account [ACCOUNTNUMBER_1] and specific transactions using the currency code [CURRENCYCODE_1].,15094469,True
"To apply for the municipal grant, we need to submit the loan account details. Could you provide the Personal Loan Account and 41963193 details for our record.","To apply for the municipal grant, we need to submit the loan account details. Could you provide the [ACCOUNTNAME_1] and [ACCOUNTNUMBER_1] details for our record.",41963193,True
